"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @DiscussingFilm: A new look at #SpiderManNoWayHome has been released. https://t.co/626ciN0fjo",FALSE,0,NA,2021-11-27 12:10:14,FALSE,NA,"1464567236631437319",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bitterfrosty",1590,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: Brand new #SpiderManNoWayHome TV Spot with lots of new footage!! https://t.co/JGSaq78Bjt",FALSE,0,NA,2021-11-27 12:10:07,FALSE,NA,"1464567207325839360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D4YBOY",163,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:10:03,FALSE,NA,"1464567192222007300",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","davcoconsulting",6191,TRUE,FALSE,NA,NA
"RT @GabiMG_News: @MarvelManiac_ Yeah, Statue Liberty #SpiderManNoWayHome #IMAX spot shows There places:
1) #Zendaya fall.
2) Tom is waving…",FALSE,0,NA,2021-11-27 12:10:01,FALSE,NA,"1464567185171533824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarvelManiac_",1,TRUE,FALSE,NA,NA
"RT @Dominic_kravitz: Ayo @barkbox. I see something.... #SpiderManNoWayHome https://t.co/XU4TXvZCfe",FALSE,0,NA,2021-11-27 12:09:51,FALSE,NA,"1464567142724997129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MArunBalaji4",1373,TRUE,FALSE,NA,NA
"RT @SpiderMan3news: The final rundown for #SpiderManNoWayHome will be 2 hours and 28 minutes (Via @bigscreenleaks) https://t.co/oYuoFltTIQ",FALSE,0,NA,2021-11-27 12:09:39,FALSE,NA,"1464567089864183811",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SEARCH0808",37,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:09:38,FALSE,NA,"1464567085045096450",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","honkalaaa",6191,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:09:29,FALSE,NA,"1464567050991456262",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GabrielL_Merino",366,TRUE,FALSE,NA,NA
"RT @vr_mcu: Tom’s Peter Parker Gallery #SpiderManNoWayHome 🕷🕸🕷

https://t.co/O1F3JiRNSq",FALSE,0,NA,2021-11-27 12:09:29,FALSE,NA,"1464567050060374025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Track_Spider",24,TRUE,FALSE,NA,NA
"RT @MCU_Direct: #SpiderManNoWayHome's first critic screening will be held on Friday, December 3! Details: https://t.co/v22sVfofMm https://t…",FALSE,0,NA,2021-11-27 12:09:19,FALSE,NA,"1464567005537718273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sanreality",332,TRUE,FALSE,NA,NA
"RT @SpiderMan3news: The final rundown for #SpiderManNoWayHome will be 2 hours and 28 minutes (Via @bigscreenleaks) https://t.co/oYuoFltTIQ",FALSE,0,NA,2021-11-27 12:09:18,FALSE,NA,"1464567004703035394",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rahulsp11471",37,TRUE,FALSE,NA,NA
"RT @SpiderManShots: ""Look at this place and all the possibilities"" - Electro #SpiderManNoWayHome https://t.co/mNpxOXbsPI",FALSE,0,NA,2021-11-27 12:09:16,FALSE,NA,"1464566994246803466",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ispektro",248,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: Which is your favorite poster? #SpiderManNoWayHome https://t.co/0KrWZOfyaQ",FALSE,0,NA,2021-11-27 12:09:12,FALSE,NA,"1464566976479563778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarusaniK",50,TRUE,FALSE,NA,NA
"RT @CryptoRulest: Gobz Morning! Drop your #NFTs
Follow @GobzNft 🥵🍭 I'll check and RT 👀👇

#NFTCommunity #SpiderManNoWayHome #blockchain #NFT…",FALSE,0,NA,2021-11-27 12:09:09,FALSE,NA,"1464566963125071876",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YuriaNFT",18,TRUE,FALSE,NA,NA
"RT @spideysnews: The latest TV spot for #SpiderManNoWayHome! ⚡️ https://t.co/sPMNp4hf6S",FALSE,0,NA,2021-11-27 12:09:03,FALSE,NA,"1464566941717348364",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oadriEUlima",662,TRUE,FALSE,NA,NA
"RT @spideysnews: Jamie Foxx and Tom Holland promote the #SpiderManNoWayHome  ticket sales launch in this new video.⚡️

Tickets go on sale T…",FALSE,0,NA,2021-11-27 12:08:57,FALSE,NA,"1464566913351045120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiyesAhhSiyeon",230,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:08:46,FALSE,NA,"1464566866937012230",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","S0ulzin",366,TRUE,FALSE,NA,NA
"The same scene #SpiderManNoWayHome https://t.co/45WIS3At3B",FALSE,2,NA,2021-11-27 12:08:43,FALSE,NA,"1464566855880757252",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AGMEDIANEWS",1,FALSE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:08:37,FALSE,NA,"1464566832635940869",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beckytellez67",6191,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:08:18,FALSE,NA,"1464566749379145735",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Infernape420",6191,TRUE,FALSE,NA,NA
"RT @DiscussingFilm: A new look at #SpiderManNoWayHome has been released. https://t.co/626ciN0fjo",FALSE,0,NA,2021-11-27 12:08:10,FALSE,NA,"1464566715732406274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SenorCelly",1590,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:08:09,FALSE,NA,"1464566715023564810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chevychevelle48",366,TRUE,FALSE,NA,NA
"RT @MarvelManiac_: HOLY SHITTT!!!!
#SPIDERMANNOWAYHOME https://t.co/S57CEFAy6m",FALSE,0,NA,2021-11-27 12:08:05,FALSE,NA,"1464566696283447302",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","druigloverr",507,TRUE,FALSE,NA,NA
"RT @AniTweetCity: Into The Spider-Verse trending? #SpiderManNoWayHome https://t.co/cUbTqZQjrC",FALSE,0,NA,2021-11-27 12:07:53,FALSE,NA,"1464566646043987972",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","acespackedice",89,TRUE,FALSE,NA,NA
"#SpiderManNoWayHome
Spider-Man : No Way Home Reversed Official 1st Trailer 🔥

The entire video is on YouTube 👀
Link… https://t.co/Ps7c57btYF",FALSE,1,NA,2021-11-27 12:07:53,TRUE,NA,"1464566644802473986",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BriYosh_Leaks",0,FALSE,FALSE,NA,NA
"A CLOSER LOOK!
More info on my last post

@OnlySteelBook @MondoNews @zavvi #captainamerica #spidermannowayhome… https://t.co/dhghSki7qm",FALSE,0,NA,2021-11-27 12:07:50,TRUE,NA,"1464566633360343042",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcTheLlama91",1,FALSE,FALSE,NA,NA
"RT @MarvelDato: 📸Nuevo spot de 'SPIDER-MAN NO WAY HOME'

#SpiderManNoWayHome 
https://t.co/sZ4EImtJpt",FALSE,0,NA,2021-11-27 12:07:47,FALSE,NA,"1464566620567781377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EvieMarbb",133,TRUE,FALSE,NA,NA
"RT @BingeWatchThis_: The FINAL runtime for #SpiderManNoWayHome is reportedly 02:28:01, according to @BigScreenLeaks. https://t.co/LiXh6IdKVX",FALSE,0,NA,2021-11-27 12:07:44,FALSE,NA,"1464566610472091658",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cfm_darsou",145,TRUE,FALSE,NA,NA
"RT @GabiMG_News: This bridge scene in #SpidermanNoWayHome between Spidey #TomHolland and #DoctorOctopus recreates with a wink included Sam…",FALSE,0,NA,2021-11-27 12:07:43,FALSE,NA,"1464566604025372678",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marvelversenews",85,TRUE,FALSE,NA,NA
"RT @bigscreenleaks: Just got word that #SpiderManNoWayHome's final runtime will be 02:28:01. https://t.co/y22wA1V3Z2",FALSE,0,NA,2021-11-27 12:07:41,FALSE,NA,"1464566596559642632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HaileexTweets",330,TRUE,FALSE,NA,NA
"@MarvelManiac_ Yeah, Statue Liberty #SpiderManNoWayHome #IMAX spot shows There places:
1) #Zendaya fall.
2) Tom is… https://t.co/0XEoF8Jd0D",FALSE,1,"MarvelManiac_",2021-11-27 12:07:41,TRUE,"1464226236104908839","1464566595259449353","1121439512670953473","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GabiMG_News",1,FALSE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:07:39,FALSE,NA,"1464566587055345664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zain_ali8506",6191,TRUE,FALSE,NA,NA
"RT @Dominic_kravitz: Ayo @barkbox. I see something.... #SpiderManNoWayHome https://t.co/XU4TXvZCfe",FALSE,0,NA,2021-11-27 12:07:37,FALSE,NA,"1464566577962094593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thanos_Panda",1373,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: The same scene #SpiderManNoWayHome https://t.co/GqaqBDFHfC",FALSE,0,NA,2021-11-27 12:07:35,FALSE,NA,"1464566571557437446",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krisalexreyes",377,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: A new look for #SpiderManNoWayHome will be shown today at (4:35 PM EST) on the Late Late Toy Show. https://t.co/vUmO1lxBsh",FALSE,0,NA,2021-11-27 12:07:06,FALSE,NA,"1464566448366440464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CullenArtwork",348,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:06:55,FALSE,NA,"1464566403726458886",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SamUL03",6191,TRUE,FALSE,NA,NA
"RT @vr_mcu: Tom’s Peter Parker Gallery #SpiderManNoWayHome 🕷🕸🕷

https://t.co/O1F3JiRNSq",FALSE,0,NA,2021-11-27 12:06:52,FALSE,NA,"1464566391839895559",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Earth_199999",24,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:06:46,FALSE,NA,"1464566363327168515",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","quelloyza",6191,TRUE,FALSE,NA,NA
"Oh my gosh I just finished watching Venom 2. AHHHHHHH NO WAY HOME COME SOONER PLSSSSS
#Venom #Venom2 #SpiderManNoWayHome",FALSE,0,NA,2021-11-27 12:06:28,FALSE,NA,"1464566291725840386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minhobi32",0,FALSE,FALSE,NA,NA
"RT @MarcTheLlama91: NEW STEELBOOK COMING!
Pre Oder now @zavvi 
Release date 2-28-22

@OnlySteelBook @MondoNews #captainamerica #spidermanno…",FALSE,0,NA,2021-11-27 12:06:26,FALSE,NA,"1464566280057466883",NA,"<a href=""http://www.labnol.org/internet/write-twitter-bot/27902/"" rel=""nofollow"">Lewie</a>","lewieb99test",1,TRUE,FALSE,NA,NA
"RT @Chatterboxfilm: #Breaking: Alleged Final Runtime For Spider-Man No Way Home. #SpiderManNoWayHome

https://t.co/lm1ih02Ckr https://t.co/…",FALSE,0,NA,2021-11-27 12:06:26,FALSE,NA,"1464566279918997510",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chatterboxfilm",6,TRUE,FALSE,NA,NA
"Question: why would sandman fight spider-man considering in spider-man 3 tobey’s peter forgave him and let him go t… https://t.co/0pHXffVTNr",FALSE,0,NA,2021-11-27 12:06:23,TRUE,NA,"1464566270960021507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saramarini1995",0,FALSE,FALSE,NA,NA
"RT @AaronBaileyArt: Oh man I found the stock image they used

#SpiderManNoWayHome https://t.co/2M7DSo5hCO",FALSE,0,NA,2021-11-27 12:06:23,FALSE,NA,"1464566266887380993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_sniff_cocaine",4712,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:06:20,FALSE,NA,"1464566257236119557",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","og_berto98",6191,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:06:19,FALSE,NA,"1464566250139529220",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenedictOlsenBR",366,TRUE,FALSE,NA,NA
"RT @spideyupdated: New video of Jamie Foxx and Tom Holland promoting #SpiderManNoWayHome 

Tickets on sale THIS Monday! https://t.co/7p4WkS…",FALSE,0,NA,2021-11-27 12:06:14,FALSE,NA,"1464566231361536005",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zeebadmus_",1977,TRUE,FALSE,NA,NA
"RT @spideysnews: New video of Tom Holland, Zendaya, and Jacob Batalon promoting #SpiderManNoWayHome !

Tickets on sale THIS (Spider-)Monday…",FALSE,0,NA,2021-11-27 12:05:55,FALSE,NA,"1464566149484785665",NA,"<a href=""http://theworld09.com/"" rel=""nofollow"">on TheWorld</a>","tommyside_",145,TRUE,FALSE,NA,NA
"RT @spideysnews: The latest TV spot for #SpiderManNoWayHome! ⚡️ https://t.co/sPMNp4hf6S",FALSE,0,NA,2021-11-27 12:05:54,FALSE,NA,"1464566148284964865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","petritchki",662,TRUE,FALSE,NA,NA
"NEW STEELBOOK COMING!
Pre Oder now @zavvi 
Release date 2-28-22

@OnlySteelBook @MondoNews #captainamerica… https://t.co/RrZPuBxnsl",FALSE,0,NA,2021-11-27 12:05:52,TRUE,NA,"1464566138172362752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcTheLlama91",1,FALSE,FALSE,NA,NA
"RT @CosmicWonderYT: Oh hi Tobey is that you? Lol #SpiderManNoWayHome https://t.co/vSRnxfrkDk",FALSE,0,NA,2021-11-27 12:05:33,FALSE,NA,"1464566057755160577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fahadisconfused",151,TRUE,FALSE,NA,NA
"RT @AniTweetCity: Into The Spider-Verse trending? #SpiderManNoWayHome https://t.co/cUbTqZQjrC",FALSE,0,NA,2021-11-27 12:05:29,FALSE,NA,"1464566042487922688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Im_A_TseB",89,TRUE,FALSE,NA,NA
"RT @BingeWatchThis_: ICYMI: Here's a brand new TV spot for #SpiderManNoWayHome! https://t.co/3UJKfN2gkA",FALSE,0,NA,2021-11-27 12:05:12,FALSE,NA,"1464565971599904768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tittoni_luca",261,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: The same scene #SpiderManNoWayHome https://t.co/GqaqBDFHfC",FALSE,0,NA,2021-11-27 12:05:11,FALSE,NA,"1464565968605175814",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fahadisconfused",377,TRUE,FALSE,NA,NA
"Thoughts on my spiderman ranikings #SpiderManNoWayHome https://t.co/ajBJ4PYN2a",FALSE,0,NA,2021-11-27 12:05:07,FALSE,NA,"1464565949760159751",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Filipolsson19",0,FALSE,FALSE,NA,NA
"RT @SpiderMan: Forget #BlackFriday, the perfect gift awaits on Spider-Monday! Tickets for #SpiderManNoWayHome go on sale Monday, November 2…",FALSE,0,NA,2021-11-27 12:04:46,FALSE,NA,"1464565861830692872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zclvwmp",350,TRUE,FALSE,NA,NA
"I’d do sum strange for #SpiderManNoWayHome tickets to go on sell rn",FALSE,0,NA,2021-11-27 12:04:40,FALSE,NA,"1464565834970394624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","just0therpage",0,FALSE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:04:34,FALSE,NA,"1464565813197819910",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","C4P_a_aranha",366,TRUE,FALSE,NA,NA
"RT @Spider_Leaks: #SpiderManNoWayHome's final runtime will be 02:28:01.

(Source: @bigscreenleaks) https://t.co/9dI3eK23dl",FALSE,0,NA,2021-11-27 12:04:29,FALSE,NA,"1464565789550424064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fahadisconfused",366,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:04:17,FALSE,NA,"1464565742138011648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrMudkip04",6191,TRUE,FALSE,NA,NA
"RT @LetsOTT: #SpiderManNoWayHome new promo. https://t.co/c9GyDhn3kF",FALSE,0,NA,2021-11-27 12:04:16,FALSE,NA,"1464565736345456644",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hariluko710",241,TRUE,FALSE,NA,NA
"RT @SpiderManShots: ""Look at this place and all the possibilities"" - Electro #SpiderManNoWayHome https://t.co/mNpxOXbsPI",FALSE,0,NA,2021-11-27 12:04:15,FALSE,NA,"1464565732856025094",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkhabab5",248,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:04:10,FALSE,NA,"1464565710231855107",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shelly6601",6191,TRUE,FALSE,NA,NA
"RT @spideyupdated: New #SpiderManNoWayHome tv spot! https://t.co/Ok9i2klXxG",FALSE,0,NA,2021-11-27 12:03:57,FALSE,NA,"1464565656351817731",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hakeem0102",961,TRUE,FALSE,NA,NA
"RT @DrStrangeUpdate: The first trailer for DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS is rumored to release soon! 🎥

Some rumors indicate…",FALSE,0,NA,2021-11-27 12:03:45,FALSE,NA,"1464565605332242435",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","may_teera",1511,TRUE,FALSE,NA,NA
"RT @TnjMovies: December month confirmed theaterical releases

Dec 2
#Marakkar

Dec 3
#Bachelor 
#Thallipogathey 
#AntiIndian 
#MoonuMuppath…",FALSE,0,NA,2021-11-27 12:03:34,FALSE,NA,"1464565560188944385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valuthi3",9,TRUE,FALSE,NA,NA
"RT @MarvelManiac_: HOLY SHITTT!!!!
#SPIDERMANNOWAYHOME https://t.co/S57CEFAy6m",FALSE,0,NA,2021-11-27 12:03:33,FALSE,NA,"1464565554065428491",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GabiMG_News",507,TRUE,FALSE,NA,NA
"watch me go feral in the cinemas when harry osborn pops up on screen during no way home🦶🏼 #spiderman #GreenGoblin… https://t.co/yejhAmtXoL",FALSE,0,NA,2021-11-27 12:03:23,TRUE,NA,"1464565512050929666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blanketofbarnes",0,FALSE,FALSE,NA,NA
"RT @BingeWatchThis_: The FINAL runtime for #SpiderManNoWayHome is reportedly 02:28:01, according to @BigScreenLeaks. https://t.co/LiXh6IdKVX",FALSE,0,NA,2021-11-27 12:03:13,FALSE,NA,"1464565473140518915",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gatitxrosx",145,TRUE,FALSE,NA,NA
"RT @spideysnews: New video of Tom Holland, Zendaya, and Jacob Batalon promoting #SpiderManNoWayHome !

Tickets on sale THIS (Spider-)Monday…",FALSE,0,NA,2021-11-27 12:03:11,FALSE,NA,"1464565462549860358",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haroutig19",145,TRUE,FALSE,NA,NA
"RT @spideyupdated: New video of Jamie Foxx and Tom Holland promoting #SpiderManNoWayHome 

Tickets on sale THIS Monday! https://t.co/7p4WkS…",FALSE,0,NA,2021-11-27 12:02:54,FALSE,NA,"1464565393285124098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haroutig19",1977,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:02:46,FALSE,NA,"1464565357595832325",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iOreki",6191,TRUE,FALSE,NA,NA
"My Spider-Man Movie Ranking:

1. #SpiderManNoWayHome 
2. Into The Spiderverse 
3. Spider-Man 2
4. Spider-Man 
5. Sp… https://t.co/jDSUU5145A",FALSE,0,NA,2021-11-27 12:02:39,TRUE,NA,"1464565330584514563",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TakiRato_Fla",0,FALSE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:02:36,FALSE,NA,"1464565318823686144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nbacobain",6191,TRUE,FALSE,NA,NA
"RT @SonyPicturesIRL: The time is 𝗡𝗢𝗪!

For a chance to #WIN awesome #SpiderManNoWayHome merch, and tickets to the pre-screening, all you ha…",FALSE,0,NA,2021-11-27 12:02:32,FALSE,NA,"1464565301991952384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Supersuit_Sammy",6191,TRUE,FALSE,NA,NA
"RT @spideyupdated: New video of Jamie Foxx and Tom Holland promoting #SpiderManNoWayHome 

Tickets on sale THIS Monday! https://t.co/7p4WkS…",FALSE,0,NA,2021-11-27 12:02:32,FALSE,NA,"1464565299546509320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eridhooo",1977,TRUE,FALSE,NA,NA
"RT @MarvelManiac_: HOLY SHITTT!!!!
#SPIDERMANNOWAYHOME https://t.co/S57CEFAy6m",FALSE,0,NA,2021-11-27 12:02:31,FALSE,NA,"1464565293959852033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","h4wk7x",507,TRUE,FALSE,NA,NA
"RT @therealsupes: My Spider-Man Movie Ranking:

1. #SpiderManNoWayHome 
2. Into The Spiderverse 
3. Spider-Man 2
4. Spider-Man 3
5. Spider-…",FALSE,0,NA,2021-11-27 12:02:06,FALSE,NA,"1464565192822513668",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abdulsamad_Eedy",654,TRUE,FALSE,NA,NA
"RT @therealsupes: My Spider-Man Movie Ranking:

1. #SpiderManNoWayHome 
2. Into The Spiderverse 
3. Spider-Man 2
4. Spider-Man 3
5. Spider-…",FALSE,0,NA,2021-11-27 12:02:02,FALSE,NA,"1464565175827136516",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","napish_",654,TRUE,FALSE,NA,NA
